Age,Gender,City,Total_Spending,Visit_Frequency,Avg_Session_Duration,Avg_Pages_Viewed,Avg_Delivery_Time,Avg_Rating,Is_Returning_Customer,Promotion_Response,Most_Used_Payment,Most_Used_Device,Favourite_Category,Monthly_Sales,Annual_Income
0.38596491228070173,1,1,0.04317689992881399,0.2222222222222222,0.5208333333333334,0.49999999999999994,0.4385964912280702,0.5833333333333334,1,1,2,1,1,0.028416435785349248,0.0426096691849805
0.26315789473684215,1,6,0.015719406557925725,0.1111111111111111,0.5625,0.5714285714285714,0.21052631578947367,0.75,1,1,2,0,0,0.015441627096187936,0.01678122543588186
0.42105263157894735,1,9,0.05959888070206843,0.1111111111111111,0.28125,0.46428571428571425,0.2631578947368421,0.625,0,0,2,0,5,0.05933348471795917,0.06080168759190609
0.6140350877192983,1,7,0.00728930627118614,0.0,0.625,0.9285714285714286,0.15789473684210525,1.0,0,1,2,0,3,0.014582726856087174,0.0068376846158748365
0.24561403508771928,1,1,0.047584782590226755,0.2222222222222222,0.41666666666666663,0.5238095238095237,0.24561403508771928,0.6666666666666666,0,0,2,1,3,0.03135585354215979,0.054290411901170545
0.24561403508771928,0,6,0.024332263073343335,0.2222222222222222,0.625,0.5238095238095237,0.3508771929824561,0.8333333333333333,1,1,2,1,0,0.015849799046461308,0.02507420902651829
0.6140350877192983,0,1,0.026025869983860157,0.0,0.6875,0.49999999999999994,0.3157894736842105,0.75,1,1,1,1,3,0.05206642978727692,0.02443961969903904
0.45614035087719296,0,9,0.11040471712595777,0.2222222222222222,0.6875,0.49999999999999994,0.2631578947368421,0.9166666666666667,0,1,3,0,6,0.07324762908157952,0.0970530112904156
0.19298245614035092,1,1,0.00902084744754748,0.0,0.3125,0.6428571428571428,0.05263157894736842,0.5,0,0,3,0,3,0.018046786545108367,0.008065671543988077
0.4035087719298246,1,8,0.027796333297572386,0.2222222222222222,0.5208333333333334,0.49999999999999994,0.1929824561403509,0.75,1,0,2,1,0,0.018159830939341603,0.02677074001079318
0.19298245614035092,1,8,0.12475177258723745,0.6666666666666665,0.4375,0.5204081632653061,0.24060150375939848,0.8928571428571428,1,1,2,1,0,0.035169624327560184,0.13312384893980547
0.19298245614035092,2,6,0.015413166390951728,0.0,0.125,0.35714285714285715,0.42105263157894735,0.75,0,0,3,0,7,0.030835032457772877,0.0119613672736749
0.33333333333333337,0,6,0.012915234499950311,0.1111111111111111,0.40625,0.3214285714285714,0.42105263157894735,1.0,1,1,4,1,4,0.012636663656760855,0.012495770745976492
0.0,0,9,0.010595514628697629,0.2222222222222222,0.5625,0.2857142857142857,0.2982456140350877,0.5,1,0,2,0,0,0.006689382265745631,0.00876110152548589
0.0,1,1,0.3436455264140047,0.3333333333333333,0.484375,0.5357142857142856,0.22368421052631576,0.5625,0,1,1,1,2,0.1714479307045768,0.30614766164036067
0.17543859649122806,0,6,0.1533413667044231,1.0,0.525,0.4785714285714285,0.2631578947368421,0.65,1,1,2,1,4,0.03016894010406013,0.15259626719624392
0.07017543859649122,1,1,0.017568899592147372,0.0,0.4375,0.49999999999999994,0.2631578947368421,1.0,1,0,3,1,5,0.035147715623782716,0.016921182613530792
0.3508771929824561,0,3,0.061856167094118675,0.3333333333333333,0.484375,0.5178571428571428,0.2763157894736842,0.875,1,0,2,1,0,0.030513488350399673,0.060441946510790864
0.10526315789473684,0,5,0.013016590116503638,0.0,0.6875,0.49999999999999994,0.15789473684210525,0.75,1,1,4,1,3,0.026040527205852853,0.009951968552625935
0.0,0,6,0.0506359225247941,0.1111111111111111,0.21875,0.5357142857142856,0.5526315789473684,0.875,1,0,2,1,0,0.05036799705294054,0.05045053806338091
0.5964912280701754,0,6,0.10246400838347275,0.2222222222222222,0.6041666666666666,0.4047619047619047,0.3157894736842105,0.8333333333333333,0,1,4,1,1,0.06795232925800387,0.09279596468798973
0.24561403508771928,1,8,0.01816261036747437,0.3333333333333333,0.640625,0.41071428571428564,0.18421052631578946,0.75,0,0,1,0,0,0.008660544482672684,0.018911074447843842
0.29824561403508765,0,0,0.001803260647723638,0.0,0.5625,0.35714285714285715,0.47368421052631576,1.0,1,0,1,1,3,0.0036075391124710692,0.001502172319102744
0.0,0,3,0.006316647986016481,0.1111111111111111,0.46875,0.39285714285714285,0.3157894736842105,0.875,0,1,2,0,1,0.006036214917946963,0.0051456989255966624
0.17543859649122806,1,0,0.020693537166788473,0.1111111111111111,0.34375,0.49999999999999994,0.18421052631578946,1.0,1,1,2,0,5,0.020417161482929012,0.015665781880999846
0.3157894736842105,1,7,0.015338285730769056,0.1111111111111111,0.53125,0.35714285714285715,0.4473684210526316,1.0,0,0,3,1,0,0.01506039871074054,0.012889648878879563
0.05263157894736842,1,0,0.0506448133683514,0.3333333333333333,0.453125,0.48214285714285715,0.35526315789473684,0.8125,0,1,2,1,6,0.024906229477353468,0.047025043528292045
0.36842105263157887,1,1,0.016816339078596438,0.1111111111111111,0.5625,0.46428571428571425,0.10526315789473684,0.75,1,1,0,0,1,0.016538869188465755,0.013410984630940592
0.15789473684210525,1,6,0.30193778898946083,0.7777777777777777,0.6015625,0.5714285714285714,0.22368421052631576,0.5625,1,1,0,0,6,0.07501187262584538,0.22383679061336187
0.22807017543859642,0,0,0.38168667995551425,0.6666666666666665,0.5,0.5714285714285714,0.2857142857142857,0.7857142857142858,1,1,2,0,0,0.10860031531029063,0.2883456389277159
0.15789473684210525,1,7,0.009884642292715417,0.2222222222222222,0.45833333333333337,0.4761904761904761,0.2807017543859649,0.8333333333333333,0,0,0,1,4,0.006215333628856149,0.011720608732286255
0.6842105263157895,1,4,0.0006140609283581753,0.0,0.75,0.49999999999999994,0.21052631578947367,0.5,1,0,3,2,1,0.0012284684520171012,0.00048004933159084443
0.2807017543859649,0,1,0.007924705224081858,0.1111111111111111,0.5,0.6785714285714286,0.3157894736842105,0.625,0,1,2,1,5,0.007644725975052367,0.008321391678115915
0.07017543859649122,0,8,0.12423511578940713,0.1111111111111111,0.59375,0.5714285714285714,0.42105263157894735,1.0,1,1,0,0,2,0.12398796116727427,0.09034912876656914
0.45614035087719296,0,8,0.004098678879919674,0.1111111111111111,0.4375,0.6428571428571428,0.3157894736842105,0.75,1,1,1,1,1,0.003817619866089824,0.0030991329567620386
0.03508771929824561,1,6,0.007099832516264811,0.2222222222222222,0.47916666666666663,0.49999999999999994,0.3508771929824561,0.9166666666666667,1,1,1,1,1,0.004358269833148187,0.006306074605508726
0.33333333333333337,0,5,0.07083275789818087,0.0,0.6875,0.14285714285714285,0.736842105263158,1.0,0,0,2,2,5,0.14170549603267535,0.05398090578808155
0.0,0,7,0.02205541682546701,0.2222222222222222,0.5,0.5476190476190474,0.15789473684210525,0.6666666666666666,0,0,4,1,4,0.014331473173333352,0.01671489255161726
0.017543859649122806,1,8,0.06456767680479678,0.2222222222222222,0.5,0.5952380952380953,0.2807017543859649,1.0,0,0,2,1,0,0.04268097824508063,0.05974665856973045
0.33333333333333337,1,7,0.05652758818877119,0.2222222222222222,0.5208333333333334,0.2857142857142857,0.3333333333333333,0.9166666666666667,0,0,3,1,7,0.03731940647476919,0.06517591755518484
0.4385964912280701,0,0,0.11204991833266256,0.3333333333333333,0.578125,0.46428571428571425,0.21052631578947367,0.625,0,1,2,0,0,0.05561744670263137,0.10906759638130206
0.33333333333333337,0,7,0.07095742728228448,0.1111111111111111,0.34375,0.49999999999999994,0.2631578947368421,0.75,1,1,3,1,4,0.07069523685863857,0.06354406231673825
0.26315789473684215,0,6,0.025003422974769568,0.1111111111111111,0.59375,0.5357142857142856,0.49999999999999994,1.0,1,1,2,1,3,0.02472826360846007,0.02405558970312886
0.22807017543859642,0,6,0.0074623813591017645,0.1111111111111111,0.46875,0.39285714285714285,0.18421052631578946,1.0,0,0,2,1,0,0.007182271635007318,0.008615320689903661
0.0,0,7,0.14892439562515178,0.2222222222222222,0.5833333333333334,0.49999999999999994,0.1929824561403509,0.75,1,1,0,0,1,0.09893466198705035,0.1596521732707737
0.14035087719298245,0,0,0.0370058642028361,0.1111111111111111,0.53125,0.6071428571428572,0.18421052631578946,0.25,1,0,4,0,2,0.03673409211418511,0.038544140438978816
0.19298245614035092,1,3,0.05848061015686017,0.1111111111111111,0.59375,0.49999999999999994,0.18421052631578946,1.0,1,1,2,1,2,0.05821489857921773,0.04543338573362892
0.5087719298245613,1,2,0.08736755359746251,0.3333333333333333,0.4375,0.6785714285714286,0.381578947368421,0.625,1,1,2,0,5,0.0432727814592964,0.08298428474069997
0.36842105263157887,1,1,0.013594494947728755,0.2222222222222222,0.5416666666666666,0.4761904761904761,0.3684210526315789,0.6666666666666666,1,1,2,0,0,0.008689266718037306,0.01314087106582315
0.0,0,7,0.004605852111288862,0.0,0.1875,0.14285714285714285,0.42105263157894735,0.75,1,0,0,1,0,0.009214303910367653,0.00502482251337145
0.3508771929824561,0,6,0.00640022191545519,0.1111111111111111,0.53125,0.42857142857142855,0.3947368421052631,0.625,0,1,2,0,1,0.006119812433262798,0.0046577426763240275
0.21052631578947367,0,5,0.13412272169664166,0.3333333333333333,0.609375,0.42857142857142855,0.3157894736842105,0.8125,1,1,2,1,1,0.06665696303072811,0.12707250018536279
0.14035087719298245,1,4,0.0038440056055780757,0.0,0.3125,0.21428571428571425,0.10526315789473684,0.0,1,1,2,1,1,0.0076901808888174775,0.003764260978281733
0.42105263157894735,0,7,0.01017863285301045,0.0,0.625,0.2857142857142857,0.0,0.5,1,0,3,1,5,0.020363010846530576,0.008133756260313912
0.5087719298245613,1,6,0.015016437193994451,0.2222222222222222,0.6458333333333333,0.4047619047619047,0.3508771929824561,0.6666666666666666,1,1,2,0,0,0.009637495745189502,0.01191866044883074
0.49122807017543857,1,6,0.11512555748058782,0.4444444444444445,0.375,0.5142857142857142,0.2421052631578947,0.8500000000000001,1,1,2,0,0,0.0456116739285832,0.1017350428815346
0.10526315789473684,0,2,0.02965807593847299,0.3333333333333333,0.515625,0.49999999999999994,0.21052631578947367,0.75,0,1,2,1,0,0.014409899368749824,0.03428292731705595
0.22807017543859642,0,3,0.09779888398180182,0.5555555555555556,0.42708333333333337,0.5714285714285714,0.2982456140350877,0.7083333333333334,1,1,2,1,0,0.0321384685791591,0.10937033190020845
0.3508771929824561,2,5,0.07658829486858049,0.3333333333333333,0.625,0.46428571428571425,0.34210526315789475,0.5625,0,1,2,0,3,0.03788163105669433,0.07767438706947188
0.49122807017543857,1,1,0.02288937795114264,0.0,0.75,0.21428571428571425,0.5789473684210527,1.0,1,0,4,2,7,0.04579167538709305,0.026532064729153034
0.19298245614035092,0,0,0.02427239806005745,0.2222222222222222,0.45833333333333337,0.3809523809523809,0.1929824561403509,0.41666666666666663,1,1,1,1,0,0.015809877774371952,0.01846658257241482
0.24561403508771928,1,2,0.11112704877141386,0.3333333333333333,0.578125,0.44642857142857145,0.2368421052631579,0.9375,1,1,2,1,0,0.05515588169785565,0.12913137632543853
0.05263157894736842,1,1,0.058202623114968294,0.2222222222222222,0.5625,0.4761904761904761,0.14035087719298245,0.9166666666666667,1,1,4,1,3,0.03843641157303184,0.057544653015570574
0.03508771929824561,0,3,0.014182080919716277,0.0,0.5625,0.5714285714285714,0.42105263157894735,1.0,1,1,2,1,6,0.028372166651943226,0.012704664882575644
0.45614035087719296,0,6,0.05842153544077938,0.1111111111111111,0.375,0.49999999999999994,0.18421052631578946,0.875,1,0,2,0,2,0.058155807191323086,0.06883857227391495
0.5789473684210525,0,7,0.06991166650564361,0.0,0.5625,0.7142857142857142,0.2631578947368421,0.5,1,0,2,2,5,0.1398627933546497,0.056691510801749154
0.2807017543859649,1,9,0.029124230176431877,0.4444444444444445,0.48750000000000004,0.5857142857142856,0.34736842105263155,0.8500000000000001,1,1,0,1,3,0.011201434636130452,0.02903746865759382
0.5087719298245613,0,7,0.0021415078515039454,0.0,0.4375,0.6428571428571428,0.3684210526315789,0.75,1,0,2,1,1,0.004284224437391687,0.0025130741120602466
0.36842105263157887,1,5,0.05031190067070549,0.1111111111111111,0.34375,0.6071428571428572,0.47368421052631576,0.5,1,0,3,1,2,0.05004388375478931,0.04060888758380032
0.15789473684210525,0,3,0.024933679246420003,0.2222222222222222,0.5416666666666666,0.42857142857142855,0.2982456140350877,0.9166666666666667,1,1,2,0,1,0.01625085631458015,0.019936701099478208
0.36842105263157887,1,6,0.040265840173849585,0.3333333333333333,0.578125,0.23214285714285715,0.43421052631578944,0.8125,1,1,2,1,1,0.019715278325377734,0.035814312619450096
0.6140350877192983,1,3,0.10581723942468735,0.6666666666666665,0.5357142857142857,0.4081632653061224,0.3157894736842105,0.7142857142857143,1,1,2,1,6,0.029758230960256513,0.11131415528599228
0.2807017543859649,0,7,0.004158346318904284,0.0,0.625,0.5714285714285714,0.631578947368421,1.0,1,0,3,1,0,0.008319039739254804,0.00407693932780594
0.6140350877192983,0,1,0.18994990898739816,0.6666666666666665,0.5,0.4387755102040816,0.3533834586466165,0.5714285714285714,0,1,3,0,5,0.05380292042456696,0.1623186037084107
0.0,1,6,0.18845150548653955,0.2222222222222222,0.47916666666666663,0.42857142857142855,0.22807017543859648,0.5833333333333334,0,1,2,1,2,0.1252935053426322,0.1601325540300518
0.45614035087719296,1,7,0.4157245830046191,0.4444444444444445,0.525,0.5142857142857142,0.2526315789473684,0.65,1,1,2,1,1,0.16588521764702044,0.4577058973201042
0.3157894736842105,0,6,0.025062497690850352,0.3333333333333333,0.4375,0.5178571428571428,0.2368421052631579,0.75,1,1,2,1,1,0.012111461772713968,0.02234125631736682
0.22807017543859642,1,6,0.005631065160597283,0.2222222222222222,0.5833333333333334,0.6666666666666667,0.5263157894736843,0.6666666666666666,0,1,1,2,1,0.0033788152565399575,0.004448517112037614
0.3157894736842105,1,7,0.05195828732321793,0.2222222222222222,0.5208333333333334,0.4761904761904761,0.3508771929824561,1.0,1,1,3,0,3,0.03427234621202793,0.055240993855046605
0.0,1,1,0.013623143221413418,0.4444444444444445,0.3375,0.49999999999999994,0.3789473684210526,0.7,1,1,2,0,1,0.004999249993922875,0.015200741488960666
0.24561403508771928,1,8,0.03894051176090665,0.0,0.375,0.5714285714285714,0.10526315789473684,0.25,0,1,2,1,2,0.07790300277136633,0.037651179555873646
0.36842105263157887,0,1,0.07090368707233807,0.4444444444444445,0.475,0.4857142857142857,0.2736842105263158,0.7,0,1,2,1,5,0.02791793372238787,0.0756535304198062
0.5964912280701754,0,0,0.009801858660481801,0.0,0.625,0.5714285714285714,0.21052631578947367,1.0,1,1,4,0,0,0.019609249798269113,0.009656713830089146
0.17543859649122806,0,3,0.05313563258450697,0.5555555555555556,0.5104166666666666,0.4523809523809524,0.32456140350877194,0.8333333333333333,0,1,2,1,6,0.01724651655609594,0.03862311492217179
